id,year,rank,overall_pick,team,player,college,years_active,games,minutes_played,points,total_rebounds,assists,field_goal_percentage,3_point_percentage,free_throw_percentage,average_minutes_played,points_per_game,average_total_rebounds,average_assists,win_shares,win_shares_per_48_minutes,box_plus_minus,value_over_replacement,pca1,pca2,metric_value,quartile
436,1996,54,54,UTA,Shandon Anderson,Georgia,10.0,719.0,15946.0,5327.0,2252.0,1007.0,0.457,0.316,0.739,22.2,7.4,3.1,1.4,23.6,0.071,-1.3,3.0,1.3374609743711021,0.12988163448010367,-1.3,2
445,1997,5,5,DEN,Tony Battie,Texas Tech,14.0,837.0,17649.0,5082.0,4287.0,522.0,0.488,0.162,0.69,21.1,6.1,5.1,0.6,36.4,0.099,-1.8,0.8,1.63082841164949,-1.2225004805912056,-1.8,2
447,1997,7,7,NJN,Tim Thomas,Villanova,13.0,824.0,21336.0,9454.0,3379.0,1272.0,0.437,0.369,0.758,25.9,11.5,4.1,1.5,35.2,0.079,-0.8,6.4,2.464046324880859,0.26246657804476287,-0.8,2
448,1997,8,8,GSW,Adonal Foyle,Colgate,12.0,733.0,13060.0,2989.0,3461.0,344.0,0.477,0.0,0.499,17.8,4.1,4.7,0.5,18.7,0.069,-1.7,1.1,0.439331040606717,-2.5212749788167526,-1.7,2
455,1997,15,15,DAL,Kelvin Cato,Iowa State,10.0,541.0,10617.0,2960.0,2874.0,244.0,0.507,0.077,0.644,19.6,5.5,5.3,0.5,28.6,0.129,-0.3,4.4,0.22151422340055357,-1.535841968370612,-0.3,2
459,1997,19,19,DET,Scot Pollard,Kansas,11.0,506.0,8372.0,2222.0,2351.0,220.0,0.494,0.0,0.709,16.5,4.4,4.6,0.4,26.6,0.153,-0.6,2.9,-0.1433564580188437,-1.4955310273583635,-0.6,2
461,1997,21,21,NJN,Anthony Parker,Bradley,9.0,494.0,13752.0,4478.0,1574.0,1129.0,0.444,0.404,0.794,27.8,9.1,3.2,2.3,24.5,0.085,-0.2,6.1,0.8970599808147793,0.9834536075978594,-0.2,2
466,1997,26,26,MIA,Charles Smith,New Mexico,5.0,142.0,1973.0,729.0,200.0,124.0,0.409,0.288,0.606,13.9,5.1,1.4,0.9,1.5,0.036,-1.1,0.4,-1.4578694386685838,0.16839266167519126,-1.1,2
475,1997,35,35,PHI,Kebu Stewart,Cal State-Bakersfield,1.0,15.0,110.0,40.0,31.0,2.0,0.462,0.0,0.64,7.3,2.7,2.1,0.1,0.2,0.098,-1.4,0.0,-2.055829782961875,-1.153720148031744,-1.4,2
476,1997,36,36,PHI,James Collins,Florida State,1.0,23.0,103.0,59.0,14.0,3.0,0.382,0.45,0.571,4.5,2.6,0.6,0.1,0.0,0.008,-1.0,0.0,-1.7400904042970575,0.9523010919331912,-1.0,2
479,1997,39,39,SAC,Anthony Johnson,College of Charleston,13.0,793.0,15552.0,4432.0,1358.0,2274.0,0.414,0.356,0.745,19.6,5.6,1.7,2.9,23.2,0.072,-1.5,2.0,1.523428536355964,0.6443335417708944,-1.5,2
482,1997,42,42,PHO,Stephen Jackson,Butler County Community College,14.0,858.0,27398.0,12976.0,3328.0,2634.0,0.414,0.333,0.798,31.9,15.1,3.9,3.1,36.1,0.063,-0.4,11.2,3.481692824295532,0.28780749624424345,-0.4,2
487,1997,47,47,POR,Alvin Williams,Villanova,9.0,460.0,12610.0,4161.0,1140.0,1877.0,0.421,0.313,0.76,27.4,9.0,2.5,4.1,21.7,0.082,-0.4,4.9,0.7254227067741505,0.6004095748299734,-0.4,2
491,1997,51,51,LAL,DeJuan Wheat,Louisville,2.0,80.0,740.0,265.0,56.0,127.0,0.383,0.39,0.7,9.3,3.3,0.7,1.6,0.5,0.034,-1.9,0.0,-1.4853559217383716,1.156178072443865,-1.9,2
503,1998,6,6,DAL,Robert Traylor,Michigan,7.0,438.0,6243.0,2085.0,1640.0,312.0,0.474,0.167,0.577,14.3,4.8,3.7,0.7,13.3,0.102,-1.6,0.7,-0.45567417442142116,-1.0336703433885626,-1.6,2
510,1998,13,13,ORL,Keon Clark,UNLV,6.0,353.0,7971.0,2882.0,2096.0,322.0,0.5,0.053,0.645,22.6,8.2,5.9,0.9,18.2,0.11,-0.7,2.6,-0.3336980575346355,-1.447508961747637,-0.7,2
511,1998,14,14,HOU,Michael Dickerson,Arizona,5.0,212.0,7490.0,3257.0,609.0,553.0,0.432,0.402,0.784,35.3,15.4,2.9,2.6,9.6,0.061,-1.3,1.3,-0.2882205118614682,1.2123594283200159,-1.3,2
512,1998,15,15,ORL,Matt Harpring,Georgia Tech,11.0,665.0,17584.0,7645.0,3366.0,907.0,0.481,0.333,0.753,26.4,11.5,5.1,1.4,41.9,0.114,-0.6,6.2,1.8198529707579323,0.009128586698913279,-0.6,2
