umap1,umap2,metric,quartile
0.3416276,-5.798405,-0.019,0
-3.3647144,8.096094,0.081,2
-3.1183803,-2.9065046,0.004,1
-1.526113,12.552465,0.061,2
-1.5565882,8.198101,0.07,2
-3.9882705,9.592004,0.075,2
-3.910867,3.308546,0.036,1
0.47246233,12.903633,0.073,2
-3.139321,1.4389255,0.071,2
-3.6283567,-1.7375159,0.067,2
-2.8925798,-0.2759505,-0.019,0
1.0864882,9.250356,0.104,3
-2.9731376,-0.540699,0.051,1
-0.6503955,8.898844,0.106,3
0.428068,13.34809,0.13,3
1.2494254,5.418204,0.064,2
-2.7199142,5.3914557,0.079,2
-1.5866526,-2.4154105,-0.062,0
1.4714621,5.7277083,0.029,1
0.7184181,-3.4745083,-0.498,0
1.2172372,-3.374057,-0.091,0
-2.9852057,12.608925,0.081,2
-0.15073355,1.049526,0.28,3
-1.0336962,12.55155,0.091,2
0.74635935,-3.4056554,-0.289,0
1.2325084,6.0228257,0.085,2
-3.348249,-1.4070644,0.055,1
-2.4774241,-2.0403464,0.072,2
1.4526085,-6.598586,0.114,3
-2.3914428,1.6093265,1.367,3
0.094495974,-6.681673,0.028,1
-1.241263,-2.6058109,-0.089,0
18.432726,8.160599,0.0,0
18.711252,8.200798,0.0,0
-2.0544987,-2.2720816,0.045,1
-2.8152606,8.074053,0.092,2
-2.829272,-2.5219479,0.08,2
-1.1786468,6.4092097,0.092,2
-1.8892834,0.92078936,-0.025,0
1.8323131,-6.352637,0.071,2
-4.2225795,1.0749781,0.134,3
1.3535861,13.055181,0.151,3
-1.8071593,13.076076,0.12,3
-0.7420705,15.184931,0.106,3
0.96431035,13.491014,0.115,3
-3.3736398,3.8746254,0.047,1
-1.6418482,11.2682,0.127,3
-0.5441896,13.843143,0.102,3
-0.038538717,15.465892,0.12,3
1.2396303,13.939791,0.15,3
0.01294532,14.901783,0.116,3
-1.0517124,2.713731,0.079,2
-0.16147833,-5.439506,-0.13,0
-0.33894485,12.345604,0.128,3
-1.0432345,-1.4971135,-0.034,0
18.446577,8.297751,0.0,0
-0.07983997,13.294275,0.093,2
-2.8268301,-2.5020592,0.061,2
-0.48890173,11.216365,0.107,3
-2.9868264,0.95837516,0.02,1
-3.876945,5.1169558,0.045,1
0.67654216,9.454474,0.145,3
-0.2474672,10.132118,0.086,2
-2.550948,8.576198,0.075,2
-0.13074872,12.000965,0.151,3
-0.96007234,-0.52368593,-0.003,0
-2.742718,3.9571252,0.028,1
-3.0264142,7.563776,0.074,2
-4.0968103,5.9313245,0.113,3
0.5487683,-6.094826,0.112,3
0.02885107,-1.3049158,-0.038,0
