umap1,umap2,metric,quartile
-0.2559076,13.086713,73.4,3
1.3275723,14.040918,141.7,3
1.3134788,10.035629,45.3,3
-1.4946557,11.943636,33.3,3
-2.7815866,12.674627,29.9,3
-1.8622793,13.952469,54.9,3
-2.5288842,7.0333304,25.7,3
0.44988984,13.078631,74.0,3
0.1319309,14.542795,100.3,3
1.058644,8.178771,30.7,3
-0.21070231,10.141593,30.3,3
1.3861979,12.189616,71.0,3
0.85343707,13.154002,51.0,3
-0.60059977,12.891948,46.3,3
-2.7712038,8.661467,25.9,3
-1.8454981,14.151232,48.3,3
-3.9121397,9.0999975,24.5,3
-1.1560572,10.228204,38.7,3
-1.3680722,11.876195,61.3,3
-2.8046489,12.556387,31.4,3
0.9977885,9.040225,46.4,3
-3.4585636,11.710408,25.0,3
0.09523211,13.228555,64.3,3
1.1722828,10.049618,50.6,3
0.4530321,12.696513,65.1,3
-0.48467705,15.361061,77.3,3
-0.0075173476,15.495831,198.9,3
-1.1668804,14.890289,40.2,3
-2.821902,8.798831,24.7,3
-1.6308831,9.455417,22.6,3
-0.55248386,11.0115385,38.9,3
-0.19141065,7.462262,37.4,3
-1.4607589,11.26969,48.5,3
-3.2780693,10.643727,27.8,3
-2.0550368,13.840792,36.8,3
-0.21989769,7.8434434,26.1,3
1.463619,11.87527,76.0,3
-0.29778177,9.490924,42.8,3
-2.2089207,10.486406,30.1,3
-0.27367064,10.92641,48.8,3
-0.78492105,14.01579,41.9,3
-0.6884844,13.919842,65.7,3
0.14036861,10.471467,55.3,3
1.09676,10.561923,61.3,3
1.1995345,13.751504,115.7,3
-3.7242737,9.501558,37.4,3
-2.4548228,11.783214,23.5,3
0.64960486,13.474854,60.7,3
-1.2272143,12.245988,63.7,3
-1.188707,10.598138,39.3,3
-2.3310099,7.7695227,30.4,3
-0.39944416,15.420381,61.8,3
-0.29110733,15.387595,104.6,3
-0.56207144,10.899586,40.0,3
1.0896629,13.462884,95.4,3
0.44589636,14.526233,155.2,3
0.99949986,13.47827,100.3,3
-0.7470585,15.102206,86.8,3
0.2062954,13.015066,50.3,3
-1.4750266,10.160315,22.5,3
1.4870166,6.3149505,26.2,3
1.2340865,9.874221,61.9,3
-0.56617993,10.319607,22.6,3
0.77934337,13.295074,68.9,3
-2.763374,12.041926,28.7,3
-1.992331,11.294493,30.5,3
-1.3187598,10.746047,43.0,3
-0.8555481,10.737802,29.0,3
-1.7531961,11.120739,33.5,3
-0.5926868,6.55429,25.3,3
-1.8880514,8.18443,35.9,3
0.84236187,13.121059,85.3,3
-2.9162426,12.313469,28.8,3
-1.7105651,13.434418,44.2,3
-2.5826714,10.924407,21.8,3
0.020405952,15.381874,106.5,3
0.96197706,12.924471,88.6,3
-0.9425083,11.785676,64.1,3
-1.3395003,12.195322,36.3,3
-2.140703,13.753712,47.7,3
0.5117672,12.545748,71.5,3
-0.18468612,8.599346,23.8,3
0.30830604,10.674311,49.0,3
-1.9743795,9.103669,25.8,3
-0.31554592,10.00912,35.9,3
0.25263095,9.671075,42.4,3
0.8813849,8.213813,21.9,3
-1.0050523,10.426225,46.7,3
-1.7358488,11.167387,39.3,3
0.981798,8.207128,28.3,3
0.7920013,11.962852,72.8,3
